id	일시	자치구	승차총승객수	하차총승객수
373	20200115	종로구	308573.0	309414.0
374	20200115	중구	371483.0	378310.0
375	20200115	중랑구	85016.0	82684.0
376	20200116	강남구	713400.0	747515.0
377	20200116	강동구	178891.0	174677.0
378	20200116	강북구	92312.0	89602.0
379	20200116	강서구	279859.0	268635.0
380	20200116	관악구	138620.0	132745.0
381	20200116	광진구	155783.0	153835.0
382	20200116	구로구	241364.0	240675.0
383	20200116	금천구	104896.0	109222.0
384	20200116	노원구	221653.0	216453.0
385	20200116	도봉구	74858.0	73954.0
386	20200116	동대문구	118437.0	116745.0
387	20200116	동작구	247468.0	245456.0
388	20200116	마포구	352309.0	363272.0
389	20200116	서대문구	39526.0	38097.0
390	20200116	서초구	193831.0	195876.0
391	20200116	성동구	175526.0	178433.0
392	20200116	성북구	127751.0	119465.0
393	20200116	송파구	259221.0	256564.0
394	20200116	양천구	89697.0	89920.0
395	20200116	영등포구	333793.0	340004.0
396	20200116	용산구	118292.0	120745.0
397	20200116	은평구	192212.0	185270.0
398	20200116	종로구	307769.0	310215.0
399	20200116	중구	375042.0	383167.0
400	20200116	중랑구	84895.0	82883.0
401	20200117	강남구	740696.0	785439.0
402	20200117	강동구	184395.0	178186.0
403	20200117	강북구	94931.0	91989.0
404	20200117	강서구	287614.0	272234.0
405	20200117	관악구	142662.0	135632.0
406	20200117	광진구	162318.0	162995.0
407	20200117	구로구	247453.0	247467.0
408	20200117	금천구	106665.0	109965.0
409	20200117	노원구	228799.0	222934.0
410	20200117	도봉구	77387.0	75883.0
411	20200117	동대문구	122249.0	119977.0
412	20200117	동작구	261121.0	258292.0
413	20200117	마포구	370114.0	393442.0
414	20200117	서대문구	41190.0	39186.0
415	20200117	서초구	211830.0	213963.0
416	20200117	성동구	180634.0	183674.0
417	20200117	성북구	130116.0	119409.0
418	20200117	송파구	273490.0	270554.0
419	20200117	양천구	91198.0	91879.0
420	20200117	영등포구	345476.0	351540.0
421	20200117	용산구	128357.0	134672.0
422	20200117	은평구	196641.0	187210.0
423	20200117	종로구	319252.0	325109.0
424	20200117	중구	379748.0	389629.0
425	20200117	중랑구	87397.0	83938.0
426	20200118	강남구	472671.0	495627.0
427	20200118	강동구	130878.0	127216.0
428	20200118	강북구	74984.0	70914.0
429	20200118	강서구	199642.0	190217.0
430	20200118	관악구	111229.0	104576.0
431	20200118	광진구	135770.0	138115.0
432	20200118	구로구	190400.0	192126.0
433	20200118	금천구	48203.0	49201.0
434	20200118	노원구	173681.0	169206.0
435	20200118	도봉구	60830.0	60241.0
436	20200118	동대문구	99870.0	97378.0
437	20200118	동작구	204772.0	203045.0
438	20200118	마포구	321697.0	340061.0
439	20200118	서대문구	32593.0	32025.0
440	20200118	서초구	180852.0	182208.0
441	20200118	성동구	120245.0	121642.0
442	20200118	성북구	94167.0	85215.0
443	20200118	송파구	197325.0	193686.0
444	20200118	양천구	63823.0	62773.0
445	20200118	영등포구	215746.0	218180.0
446	20200118	용산구	107520.0	114769.0
447	20200118	은평구	141582.0	136248.0
448	20200118	종로구	275595.0	280191.0
449	20200118	중구	263194.0	266070.0
450	20200118	중랑구	66654.0	63602.0
451	20200119	강남구	279074.0	280235.0
452	20200119	강동구	94684.0	93635.0
453	20200119	강북구	55994.0	52932.0
454	20200119	강서구	143540.0	141635.0
455	20200119	관악구	81964.0	79875.0
456	20200119	광진구	101392.0	100691.0
457	20200119	구로구	136634.0	136995.0
458	20200119	금천구	33357.0	34395.0
459	20200119	노원구	125722.0	123337.0
460	20200119	도봉구	46646.0	46825.0
461	20200119	동대문구	71506.0	70325.0
462	20200119	동작구	140919.0	142617.0
463	20200119	마포구	232603.0	228491.0
464	20200119	서대문구	22548.0	22593.0
465	20200119	서초구	133121.0	138509.0
466	20200119	성동구	80888.0	81424.0
467	20200119	성북구	68104.0	63187.0
468	20200119	송파구	135623.0	136066.0
469	20200119	양천구	42854.0	43132.0
470	20200119	영등포구	154105.0	152287.0
471	20200119	용산구	83593.0	79618.0
472	20200119	은평구	99611.0	98166.0
473	20200119	종로구	168218.0	167549.0
474	20200119	중구	183078.0	182819.0
475	20200119	중랑구	47931.0	47211.0
476	20200120	강남구	700916.0	733126.0
477	20200120	강동구	177199.0	172375.0
478	20200120	강북구	92551.0	89636.0
479	20200120	강서구	277923.0	267014.0
480	20200120	관악구	136607.0	131719.0
481	20200120	광진구	151256.0	149672.0
482	20200120	구로구	240065.0	238258.0
483	20200120	금천구	106306.0	109864.0
484	20200120	노원구	221552.0	216291.0
485	20200120	도봉구	75047.0	73681.0
486	20200120	동대문구	118798.0	117385.0
487	20200120	동작구	240048.0	239109.0
488	20200120	마포구	340886.0	348152.0
489	20200120	서대문구	39187.0	37782.0
490	20200120	서초구	192175.0	194168.0
491	20200120	성동구	172842.0	175373.0
492	20200120	성북구	125628.0	117666.0
493	20200120	송파구	257106.0	255358.0
494	20200120	양천구	88454.0	89022.0
495	20200120	영등포구	330169.0	336366.0
496	20200120	용산구	112049.0	115768.0
497	20200120	은평구	190233.0	182755.0
498	20200120	종로구	299787.0	300772.0
499	20200120	중구	361895.0	369031.0
500	20200120	중랑구	84695.0	82837.0
501	20200121	강남구	710323.0	741293.0
502	20200121	강동구	178639.0	173994.0
503	20200121	강북구	92117.0	89543.0
504	20200121	강서구	278737.0	266834.0
505	20200121	관악구	136457.0	131195.0
506	20200121	광진구	153157.0	151724.0
507	20200121	구로구	239887.0	239462.0
508	20200121	금천구	105242.0	109390.0
509	20200121	노원구	221516.0	215874.0
510	20200121	도봉구	74660.0	73962.0
511	20200121	동대문구	122431.0	120376.0
512	20200121	동작구	242976.0	240221.0
513	20200121	마포구	342742.0	350700.0
514	20200121	서대문구	39732.0	38544.0
515	20200121	서초구	194797.0	201423.0
516	20200121	성동구	175692.0	177501.0
517	20200121	성북구	125496.0	117253.0
518	20200121	송파구	260437.0	257933.0
519	20200121	양천구	88869.0	89317.0
520	20200121	영등포구	332321.0	339123.0
521	20200121	용산구	113896.0	118013.0
522	20200121	은평구	192436.0	186479.0
523	20200121	종로구	301499.0	301853.0
524	20200121	중구	364661.0	369763.0
525	20200121	중랑구	84906.0	82597.0
526	20200122	강남구	700752.0	732257.0
527	20200122	강동구	178826.0	172939.0
528	20200122	강북구	92925.0	89376.0
529	20200122	강서구	280115.0	268437.0
530	20200122	관악구	138677.0	129955.0
531	20200122	광진구	155971.0	154258.0
532	20200122	구로구	243268.0	241340.0
533	20200122	금천구	105792.0	108865.0
534	20200122	노원구	222498.0	216106.0
535	20200122	도봉구	75314.0	74287.0
536	20200122	동대문구	119492.0	115750.0
537	20200122	동작구	243797.0	238504.0
538	20200122	마포구	344842.0	352169.0
539	20200122	서대문구	40344.0	38184.0
540	20200122	서초구	189099.0	208552.0
541	20200122	성동구	174869.0	176032.0
542	20200122	성북구	125463.0	115752.0
543	20200122	송파구	262547.0	256939.0
544	20200122	양천구	89061.0	89493.0
545	20200122	영등포구	331161.0	337512.0
546	20200122	용산구	114217.0	123403.0
547	20200122	은평구	192435.0	183911.0
548	20200122	종로구	297761.0	297195.0
549	20200122	중구	356555.0	361013.0
550	20200122	중랑구	84780.0	82937.0
551	20200123	강남구	639625.0	666918.0
552	20200123	강동구	169608.0	162168.0
553	20200123	강북구	88343.0	82611.0
554	20200123	강서구	269303.0	250341.0
555	20200123	관악구	135444.0	117586.0
556	20200123	광진구	148969.0	143662.0
557	20200123	구로구	231806.0	225908.0
558	20200123	금천구	96924.0	97693.0
559	20200123	노원구	213744.0	206164.0
560	20200123	도봉구	71828.0	70867.0
561	20200123	동대문구	111441.0	103979.0
562	20200123	동작구	232831.0	218995.0
563	20200123	마포구	326469.0	332570.0
564	20200123	서대문구	38095.0	35099.0
565	20200123	서초구	179884.0	242147.0
566	20200123	성동구	163007.0	159755.0
567	20200123	성북구	119281.0	105993.0
568	20200123	송파구	238936.0	231616.0
569	20200123	양천구	84108.0	83658.0
570	20200123	영등포구	311981.0	309441.0
571	20200123	용산구	111976.0	129057.0
572	20200123	은평구	183235.0	170697.0
573	20200123	종로구	267715.0	267484.0
574	20200123	중구	322212.0	324164.0
575	20200123	중랑구	81595.0	77352.0
576	20200124	강남구	179004.0	176941.0
577	20200124	강동구	66260.0	63871.0
