id	일시	평균기온	최저기온	최고기온	강수_계속시간	일강수량
951	2022-08-08	26.8	0.0	28.4	20.92	129.6
952	2022-08-09	25.1	22.0	26.5	21.5	123.1
953	2022-08-10	24.7	21.4	28.8	6.5	7.6
954	2022-08-11	25.0	23.4	27.5	10.67	38.8
955	2022-08-12	27.0	23.0	32.4	0.0	0.0
956	2022-08-13	25.8	24.7	27.5	4.67	4.0
957	2022-08-14	27.6	24.5	31.5	1.5	3.0
958	2022-08-15	28.1	26.6	29.8	4.42	0.9
959	2022-08-16	26.7	24.1	30.0	0.75	0.0
960	2022-08-17	26.0	22.8	30.5	0.75	0.0
961	2022-08-18	25.6	22.4	29.8	0.0	0.0
962	2022-08-19	26.0	23.3	27.5	10.33	66.1
963	2022-08-20	28.2	25.7	32.0	1.83	0.0
964	2022-08-21	28.1	24.7	32.0	0.0	0.0
965	2022-08-22	26.8	22.9	30.2	2.0	3.2
966	2022-08-23	25.4	22.4	30.2	6.17	2.2
967	2022-08-24	24.8	22.4	27.9	0.0	0.0
968	2022-08-25	22.2	21.1	24.0	7.08	1.6
969	2022-08-26	23.8	19.9	28.4	0.0	0.0
970	2022-08-27	21.5	17.6	25.5	0.58	17.6
971	2022-08-28	22.6	16.1	28.4	0.0	0.0
972	2022-08-29	21.0	19.5	22.5	11.58	2.2
973	2022-08-30	19.1	17.9	20.3	21.42	35.8
974	2022-08-31	21.7	19.6	24.9	4.17	0.0
975	2022-09-01	24.0	18.3	30.4	0.0	0.0
976	2022-09-02	24.7	20.3	29.8	0.0	0.0
977	2022-09-03	24.2	20.5	29.2	0.0	0.0
978	2022-09-04	22.3	19.8	24.0	13.67	33.8
979	2022-09-05	19.2	17.7	22.7	24.0	120.0
980	2022-09-06	21.0	17.0	26.3	8.92	25.3
981	2022-09-07	22.8	17.9	28.1	0.0	0.0
982	2022-09-08	23.2	16.7	29.5	0.0	0.0
983	2022-09-09	24.3	18.9	30.8	0.0	0.0
984	2022-09-10	23.6	19.0	28.4	0.0	0.0
985	2022-09-11	23.3	20.6	26.4	1.83	0.1
986	2022-09-12	23.8	20.3	27.5	0.0	0.0
987	2022-09-13	24.3	21.8	26.4	4.83	0.0
988	2022-09-14	24.6	22.7	27.9	1.17	0.0
989	2022-09-15	25.2	22.0	28.3	0.42	0.1
990	2022-09-16	25.7	23.4	29.9	5.5	14.6
991	2022-09-17	25.6	23.3	29.4	1.92	4.3
992	2022-09-18	27.1	23.0	32.5	0.0	0.0
993	2022-09-19	24.6	19.5	29.6	0.0	0.0
994	2022-09-20	19.9	16.1	24.6	0.0	0.0
995	2022-09-21	19.4	13.0	25.6	0.0	0.0
996	2022-09-22	19.8	14.2	24.7	0.0	0.0
997	2022-09-23	17.5	14.7	22.2	0.67	3.3
998	2022-09-24	18.5	12.3	24.2	0.0	0.0
999	2022-09-25	19.6	15.4	25.2	0.0	0.0
1000	2022-09-26	20.0	14.8	25.4	0.0	0.0
1001	2022-09-27	20.9	14.0	28.0	0.0	0.0
1002	2022-09-28	20.4	16.1	26.1	0.0	0.0
1003	2022-09-29	20.4	16.4	26.5	0.0	0.0
1004	2022-09-30	20.7	14.8	27.7	0.0	0.0
1005	2022-10-01	20.9	14.4	27.6	0.0	0.0
1006	2022-10-02	19.4	17.2	21.6	15.08	15.8
1007	2022-10-03	21.4	17.5	23.4	22.58	76.0
1008	2022-10-04	17.9	14.2	23.0	7.08	11.8
1009	2022-10-05	16.6	14.1	21.6	3.58	0.1
1010	2022-10-06	15.8	12.7	19.1	2.25	0.0
1011	2022-10-07	14.3	11.0	18.6	0.0	0.0
1012	2022-10-08	15.8	11.1	21.6	0.0	0.0
1013	2022-10-09	13.1	10.7	14.5	13.67	20.4
1014	2022-10-10	9.9	8.2	11.9	4.58	0.0
1015	2022-10-11	11.1	7.4	16.4	0.0	0.0
1016	2022-10-12	13.5	6.5	20.6	0.0	0.0
1017	2022-10-13	16.3	10.7	22.7	0.0	0.0
1018	2022-10-14	17.1	12.4	23.0	0.0	0.0
1019	2022-10-15	18.2	12.6	24.4	0.0	0.0
1020	2022-10-16	16.9	15.1	20.5	0.0	0.0
1021	2022-10-17	11.2	7.4	15.1	0.0	0.0
1022	2022-10-18	9.4	5.0	14.2	0.0	0.0
1023	2022-10-19	10.5	4.4	16.8	0.0	0.0
1024	2022-10-20	12.9	6.0	19.7	0.0	0.0
1025	2022-10-21	14.0	8.8	20.9	0.0	0.0
1026	2022-10-22	15.1	10.5	20.8	0.0	0.0
1027	2022-10-23	14.0	10.4	18.6	0.0	0.0
1028	2022-10-24	10.6	7.5	14.8	0.0	0.0
1029	2022-10-25	11.3	5.9	17.6	0.0	0.0
1030	2022-10-26	12.9	8.0	17.8	0.0	0.0
1031	2022-10-27	13.2	8.6	18.9	0.0	0.0
1032	2022-10-28	13.6	8.2	20.6	0.0	0.0
1033	2022-10-29	14.8	10.2	21.3	0.0	0.0
1034	2022-10-30	14.9	10.4	21.3	0.0	0.0
1035	2022-10-31	14.9	11.2	21.1	0.0	0.0
1036	2022-11-01	13.1	9.4	17.8	0.0	0.0
1037	2022-11-02	11.1	5.5	17.9	0.0	0.0
1038	2022-11-03	9.3	5.6	13.4	1.75	0.0
1039	2022-11-04	4.9	1.6	9.8	0.0	0.0
1040	2022-11-05	6.5	0.8	13.6	0.0	0.0
1041	2022-11-06	9.6	3.7	16.4	0.0	0.0
1042	2022-11-07	11.4	6.1	16.6	0.17	0.0
1043	2022-11-08	12.9	9.7	17.9	0.0	0.0
1044	2022-11-09	11.4	6.7	16.0	0.0	0.0
1045	2022-11-10	13.5	8.8	19.1	0.0	0.0
1046	2022-11-11	15.6	10.9	22.1	0.0	0.0
1047	2022-11-12	16.3	11.6	22.0	7.5	57.9
1048	2022-11-13	10.3	8.7	17.3	0.0	0.0
1049	2022-11-14	9.7	5.9	13.8	0.0	0.0
1050	2022-11-15	8.1	4.0	12.3	2.25	1.6
1051	2022-11-16	8.5	5.5	13.0	0.0	0.0
1052	2022-11-17	10.2	5.4	16.6	0.0	0.0
1053	2022-11-18	11.0	5.3	18.1	0.0	0.0
1054	2022-11-19	12.9	8.7	19.2	0.0	0.0
1055	2022-11-20	13.7	9.5	20.2	0.0	0.0
1056	2022-11-21	11.8	9.3	16.2	0.0	0.0
1057	2022-11-22	10.7	7.0	13.7	2.17	0.0
1058	2022-11-23	10.8	6.8	15.2	1.5	0.0
1059	2022-11-24	9.4	5.9	14.1	0.0	0.0
1060	2022-11-25	12.3	7.1	17.8	1.32	1.7
1061	2022-11-26	6.7	1.0	12.9	0.0	0.0
1062	2022-11-27	5.4	-1.1	11.5	0.0	0.0
1063	2022-11-28	12.3	7.5	15.0	11.58	19.5
1064	2022-11-29	6.9	-1.6	15.0	7.58	3.8
1065	2022-11-30	-5.4	-8.1	-1.6	0.0	0.0
1066	2022-12-01	-5.4	-9.4	-1.2	0.0	0.0
1067	2022-12-02	-2.5	-7.6	3.0	0.0	0.0
1068	2022-12-03	2.1	-0.3	7.0	7.33	1.1
1069	2022-12-04	-3.5	-5.2	-0.2	0.0	0.0
1070	2022-12-05	-3.1	-7.0	1.9	0.0	0.0
1071	2022-12-06	0.9	-3.9	5.3	4.75	0.1
1072	2022-12-07	4.9	1.2	9.0	3.33	0.1
1073	2022-12-08	3.7	0.1	9.1	0.0	0.0
1074	2022-12-09	4.5	0.9	10.2	0.58	0.0
1075	2022-12-10	2.6	-0.6	6.7	0.0	0.0
1076	2022-12-11	1.6	-1.5	6.8	0.0	0.0
1077	2022-12-12	2.0	-2.0	6.3	5.08	5.4
1078	2022-12-13	0.0	-6.4	3.1	6.17	0.6
1079	2022-12-14	-8.4	-11.0	-4.9	0.0	0.0
1080	2022-12-15	-4.5	-8.5	-1.3	6.67	2.4
1081	2022-12-16	-6.3	-9.6	-2.2	0.0	0.0
1082	2022-12-17	-7.0	-9.8	-3.2	2.33	0.2
1083	2022-12-18	-9.5	-12.4	-5.6	0.0	0.0
1084	2022-12-19	-7.0	-12.0	-2.5	0.0	0.0
1085	2022-12-20	-3.2	-9.5	2.9	0.0	0.0
1086	2022-12-21	-0.1	-2.6	2.6	9.17	3.6
1087	2022-12-22	-7.8	-11.3	-2.6	0.0	0.0
1088	2022-12-23	-11.8	-13.7	-8.6	0.0	0.0
1089	2022-12-24	-8.4	-13.5	-2.0	0.0	0.0
1090	2022-12-25	-5.4	-9.6	0.2	0.0	0.0
1091	2022-12-26	-3.9	-7.9	1.7	0.0	0.0
1092	2022-12-27	-2.6	-7.3	3.3	0.0	0.0
1093	2022-12-28	-3.3	-6.0	0.1	3.0	0.1
1094	2022-12-29	-2.9	-7.8	2.1	4.33	0.0
1095	2022-12-30	-1.8	-4.4	2.3	2.58	0.0
1096	2022-12-31	-1.2	-5.1	2.1	1.42	0.0
1097	2023-01-01	-0.2	-4.3	3.8	0.0	0.0
1098	2023-01-02	-4.5	-7.4	-0.4	0.0	0.0
1099	2023-01-03	-5.0	-9.0	0.6	0.0	0.0
1100	2023-01-04	-1.8	-5.7	3.3	0.0	0.0
1101	2023-01-05	-1.6	-5.6	3.6	0.0	0.0
1102	2023-01-06	0.6	-4.7	5.7	4.78	3.9
1103	2023-01-07	1.5	-1.4	3.8	1.42	0.1
1104	2023-01-08	1.3	-3.7	6.3	0.0	0.0
1105	2023-01-09	3.1	-1.3	7.0	0.0	0.0
1106	2023-01-10	1.6	-3.9	9.1	0.0	0.0
1107	2023-01-11	2.6	-2.0	9.2	0.0	0.0
1108	2023-01-12	5.9	-0.6	12.5	0.92	0.0
1109	2023-01-13	8.3	5.1	10.1	23.08	37.3
1110	2023-01-14	6.6	3.8	8.4	16.33	1.6
1111	2023-01-15	-0.2	-3.5	3.8	23.17	3.2
1112	2023-01-16	-4.6	-6.8	-1.2	8.5	0.0
1113	2023-01-17	-3.7	-7.0	-0.4	2.92	0.0
1114	2023-01-18	-1.9	-4.6	2.2	1.5	0.0
1115	2023-01-19	-0.4	-6.0	4.3	4.0	1.0
1116	2023-01-20	-3.3	-7.7	2.0	0.0	0.0
1117	2023-01-21	-4.5	-10.5	1.5	0.0	0.0
1118	2023-01-22	-0.6	-2.8	2.6	2.0	0.0
1119	2023-01-23	-0.8	-6.9	4.6	0.0	0.0
1120	2023-01-24	-14.7	-17.0	-6.9	0.92	0.0
1121	2023-01-25	-11.3	-17.3	-5.4	0.17	0.0
1122	2023-01-26	-6.0	-9.0	-3.5	14.92	0.8
1123	2023-01-27	-7.3	-9.6	-3.8	0.0	0.0
1124	2023-01-28	-6.0	-11.2	-0.6	0.17	0.0
1125	2023-01-29	-1.8	-8.0	4.9	0.0	0.0
1126	2023-01-30	-0.9	-4.4	4.2	0.0	0.0
1127	2023-01-31	2.4	-3.5	7.8	0.0	0.0
1128	2023-02-01	0.9	-3.0	6.0	0.0	0.0
1129	2023-02-02	-2.4	-5.1	1.4	0.0	0.0
1130	2023-02-03	-1.6	-3.9	3.4	0.0	0.0
1131	2023-02-04	-0.2	-5.2	6.0	0.0	0.0
1132	2023-02-05	1.7	-3.3	7.1	0.0	0.0
1133	2023-02-06	3.0	-1.7	8.8	0.0	0.0
1134	2023-02-07	3.5	-0.6	9.5	0.0	0.0
1135	2023-02-08	2.1	-1.3	7.8	0.0	0.0
